farm_id,field_id,latitude,longitude,area_acres,soil_type,crop_type,installation_date
F0716,FD0716,18.786836,75.011286,11.18,Black,Soybean,2026-02-25
F0717,FD0717,16.705334,77.493341,4.71,Loamy,Soybean,2026-02-03
F0718,FD0718,21.388013,77.700691,14.4,Black,Sugarcane,2026-06-27
F0719,FD0719,19.321265,78.182822,11.53,Black,Maize,2026-05-30
F0720,FD0720,18.923829,77.837258,6.55,Red,Sugarcane,2026-03-15
F0721,FD0721,20.764863,75.879091,0.69,Clay,Cotton,2026-04-08
F0722,FD0722,16.37196,77.862033,3.4,Sandy,Rice,2026-06-24
F0723,FD0723,17.003366,79.215055,10.51,Loamy,Wheat,2026-05-19
F0724,FD0724,15.693838,79.01221,1.99,Red,Soybean,2026-05-24
F0725,FD0725,20.689049,78.439302,8.64,Sandy,Sugarcane,2026-06-28
F0726,FD0726,17.225832,77.815949,13.93,Silty,Maize,2026-06-25
F0727,FD0727,17.375924,76.916997,0.69,Loamy,Wheat,2026-06-08
F0728,FD0728,20.7131,79.383558,6.92,Sandy,Soybean,2026-06-30
F0729,FD0729,19.757273,75.441929,9.03,Red,Sugarcane,2026-02-20
F0730,FD0730,20.15688,80.214319,4.77,Sandy,Soybean,2026-01-20
F0731,FD0731,16.621859,73.890361,7.95,Silty,Cotton,2026-04-20
F0732,FD0732,17.174673,74.613917,2.83,Loamy,Cotton,2026-03-26
F0733,FD0733,18.297988,79.999956,1.08,Loamy,Sugarcane,2026-01-14
F0734,FD0734,20.141966,77.502933,12.73,Loamy,Maize,2026-05-27
F0735,FD0735,18.800961,73.083046,10.76,Black,Wheat,2026-02-17
F0736,FD0736,18.623638,78.790066,2.81,Black,Sugarcane,2026-04-14
F0737,FD0737,16.051673,74.269585,3.59,Loamy,Rice,2026-04-03
F0738,FD0738,17.261446,80.102466,9.47,Silty,Sugarcane,2026-06-16
F0739,FD0739,15.552822,77.851508,6.96,Red,Sugarcane,2026-06-09
F0740,FD0740,16.962963,72.819018,13.34,Silty,Cotton,2026-04-09
F0741,FD0741,17.039543,78.291805,0.86,Black,Rice,2026-05-12
F0742,FD0742,20.3169,76.064455,1.14,Red,Wheat,2026-03-24
F0743,FD0743,18.583368,80.085695,2.93,Black,Sugarcane,2026-01-02
F0744,FD0744,19.261598,74.186252,9.63,Sandy,Soybean,2026-04-19
F0745,FD0745,20.51399,74.144637,12.52,Red,Maize,2026-06-15
F0746,FD0746,20.400526,73.076964,10.45,Clay,Maize,2026-03-26
F0747,FD0747,15.727318,73.085984,3.08,Loamy,Sugarcane,2026-01-19
F0748,FD0748,18.949774,74.321165,4.25,Silty,Maize,2026-06-11
F0749,FD0749,17.926688,75.031234,6.15,Clay,Sugarcane,2026-01-02
F0750,FD0750,19.348536,77.446795,11.46,Black,Cotton,2026-06-29
F0751,FD0751,20.589507,75.361601,7.79,Loamy,Soybean,2026-03-19
F0752,FD0752,19.139395,74.75214,13.94,Silty,Maize,2026-06-19
F0753,FD0753,15.684915,73.750588,3.69,Red,Maize,2026-05-20
F0754,FD0754,17.269871,77.572365,4.82,Red,Soybean,2026-04-06
F0755,FD0755,21.24435,72.589202,13.18,Sandy,Cotton,2026-01-11
F0756,FD0756,15.530179,77.273239,8.29,Clay,Rice,2026-02-23
F0757,FD0757,19.98978,79.728371,5.49,Silty,Soybean,2026-05-12
F0758,FD0758,16.354731,73.971942,9.44,Loamy,Wheat,2026-01-30
F0759,FD0759,16.588148,78.89728,12.86,Black,Maize,2026-06-15
F0760,FD0760,18.797988,74.825221,1.48,Clay,Wheat,2026-05-29
F0761,FD0761,18.423142,75.146807,2.36,Red,Wheat,2026-01-26
F0762,FD0762,17.210823,73.058471,3.31,Silty,Maize,2026-03-26
F0763,FD0763,19.198055,74.945404,8.97,Black,Sugarcane,2026-04-04
F0764,FD0764,20.346199,80.169271,2.95,Loamy,Wheat,2026-02-26
F0765,FD0765,19.773195,77.626708,4.51,Loamy,Wheat,2026-06-23
F0766,FD0766,19.897837,79.523087,7.21,Loamy,Rice,2026-05-05
F0767,FD0767,18.810031,73.906161,9.3,Loamy,Wheat,2026-05-18
F0768,FD0768,16.678592,78.368357,9.59,Red,Cotton,2026-01-05
F0769,FD0769,20.597524,77.553012,12.28,Black,Maize,2026-06-01
F0770,FD0770,16.776564,72.79325,4.28,Black,Maize,2026-06-17
F0771,FD0771,20.151183,75.426549,3.74,Black,Soybean,2026-03-16
F0772,FD0772,16.303288,76.508985,1.81,Loamy,Sugarcane,2026-01-03
F0773,FD0773,19.476071,79.283855,12.19,Black,Soybean,2026-02-12
F0774,FD0774,20.043236,73.622966,2.81,Black,Sugarcane,2026-06-18
F0775,FD0775,20.733171,73.669592,11.11,Loamy,Cotton,2026-02-26
F0776,FD0776,20.068834,74.353999,4.33,Sandy,Cotton,2026-06-21
F0777,FD0777,16.740644,79.761809,5.74,Silty,Maize,2026-01-12
F0778,FD0778,15.739428,77.688198,2.0,Black,Soybean,2026-03-12
F0779,FD0779,20.509234,74.606529,8.39,Sandy,Maize,2026-06-17
F0780,FD0780,17.771111,77.201431,13.52,Clay,Sugarcane,2026-03-06
F0781,FD0781,17.757973,79.757939,7.99,Loamy,Rice,2026-05-05
F0782,FD0782,20.255945,79.597376,0.6,Sandy,Maize,2026-02-12
F0783,FD0783,16.879945,76.61633,4.57,Sandy,Wheat,2026-02-10
F0784,FD0784,17.673338,78.238422,2.22,Sandy,Maize,2026-03-26
F0785,FD0785,19.821534,76.352133,7.44,Sandy,Sugarcane,2026-02-11
F0786,FD0786,19.383555,75.787194,4.03,Sandy,Sugarcane,2026-06-01
F0787,FD0787,16.466775,77.536323,1.07,Black,Wheat,2026-01-15
F0788,FD0788,16.498048,79.879575,7.99,Silty,Sugarcane,2026-05-25
F0789,FD0789,19.325736,79.528072,11.06,Loamy,Cotton,2026-02-25
F0790,FD0790,18.19522,80.442207,13.08,Sandy,Wheat,2026-04-16
F0791,FD0791,19.105032,78.856929,12.4,Sandy,Sugarcane,2026-06-18
F0792,FD0792,18.564829,73.841774,10.44,Silty,Sugarcane,2026-06-01
F0793,FD0793,15.913057,75.525691,2.42,Clay,Wheat,2026-05-14
F0794,FD0794,20.65755,76.534876,6.59,Sandy,Sugarcane,2026-01-25
F0795,FD0795,16.564533,79.712866,9.2,Black,Sugarcane,2026-01-31
F0796,FD0796,16.05914,77.775141,13.58,Black,Cotton,2026-06-23
F0797,FD0797,19.39539,76.676354,5.87,Clay,Soybean,2026-05-16
F0798,FD0798,18.073738,80.007373,7.49,Silty,Rice,2026-05-31
F0799,FD0799,20.327726,79.762871,12.64,Black,Cotton,2026-04-19
F0800,FD0800,16.303299,76.31713,3.87,Clay,Rice,2026-06-03
F0801,FD0801,20.760598,75.769174,3.24,Red,Soybean,2026-01-02
F0802,FD0802,18.967923,73.442629,0.6,Red,Wheat,2026-06-26
F0803,FD0803,20.325723,75.770761,2.05,Silty,Soybean,2026-05-30
F0804,FD0804,17.021796,79.339815,6.64,Loamy,Sugarcane,2026-03-12
F0805,FD0805,21.450792,75.679633,3.45,Black,Sugarcane,2026-05-04
F0806,FD0806,16.572318,76.972751,7.51,Loamy,Sugarcane,2026-03-30
F0807,FD0807,20.145167,75.685038,2.5,Red,Cotton,2026-02-28
F0808,FD0808,18.179569,78.094492,2.85,Sandy,Sugarcane,2026-04-13
F0809,FD0809,20.216487,78.90683,9.4,Red,Soybean,2026-01-14
F0810,FD0810,16.464428,80.216562,0.58,Clay,Wheat,2026-05-01
F0811,FD0811,21.055171,75.983019,1.43,Sandy,Rice,2026-01-21
F0812,FD0812,19.154173,78.295958,13.99,Silty,Sugarcane,2026-06-17
F0813,FD0813,18.626033,78.192847,9.16,Sandy,Soybean,2026-05-07
F0814,FD0814,18.133832,74.113658,10.02,Black,Rice,2026-02-19
F0815,FD0815,15.701656,77.296119,7.98,Sandy,Sugarcane,2026-02-13
F0816,FD0816,19.544146,75.37792,10.0,Sandy,Cotton,2026-03-12
F0817,FD0817,20.178037,75.325021,6.23,Black,Wheat,2026-05-13
F0818,FD0818,15.592199,78.128975,13.83,Black,Rice,2026-05-24
F0819,FD0819,20.990054,75.284762,14.47,Loamy,Wheat,2026-06-05
F0820,FD0820,21.278343,76.138072,6.36,Clay,Rice,2026-02-14
F0821,FD0821,17.942808,73.35172,1.55,Loamy,Rice,2026-01-30
F0822,FD0822,20.317653,80.153675,13.2,Black,Rice,2026-06-27
F0823,FD0823,18.156612,75.516642,7.51,Sandy,Rice,2026-04-28
F0824,FD0824,19.589568,79.672191,13.0,Silty,Cotton,2026-03-08
F0825,FD0825,15.905326,77.569294,14.92,Red,Soybean,2026-02-28
F0826,FD0826,20.300968,75.799408,5.62,Black,Cotton,2026-06-29
F0827,FD0827,20.493062,74.486061,1.85,Red,Soybean,2026-03-29
F0828,FD0828,15.956173,79.95117,7.41,Loamy,Wheat,2026-05-27
F0829,FD0829,17.114455,80.076945,10.41,Sandy,Maize,2026-02-21
F0830,FD0830,16.909168,74.436452,4.35,Sandy,Wheat,2026-03-05
F0831,FD0831,20.518008,75.348219,11.79,Clay,Cotton,2026-06-23
F0832,FD0832,21.234678,76.441319,0.6,Black,Cotton,2026-05-04
F0833,FD0833,17.727179,75.023335,13.52,Black,Rice,2026-05-06
F0834,FD0834,16.597231,78.614099,7.91,Silty,Wheat,2026-05-28
F0835,FD0835,16.269476,76.705884,6.64,Black,Cotton,2026-05-09
F0836,FD0836,17.583734,79.383201,11.75,Silty,Cotton,2026-06-28
F0837,FD0837,18.609231,75.02521,0.62,Red,Wheat,2026-04-08
F0838,FD0838,18.986049,75.10349,9.39,Loamy,Wheat,2026-05-21
F0839,FD0839,17.077094,74.655266,14.4,Loamy,Rice,2026-02-17
F0840,FD0840,18.49262,74.18426,10.66,Loamy,Rice,2026-04-13
F0841,FD0841,17.177777,73.939114,2.4,Black,Soybean,2026-02-28
F0842,FD0842,20.385144,78.266524,12.16,Black,Maize,2026-04-08
F0843,FD0843,16.676379,78.9003,11.21,Silty,Cotton,2026-02-15
F0844,FD0844,18.029124,73.575773,13.45,Red,Sugarcane,2026-05-17
F0845,FD0845,19.823362,78.782663,4.85,Black,Sugarcane,2026-01-13
F0846,FD0846,17.890411,78.024345,1.37,Loamy,Maize,2026-06-11
F0847,FD0847,16.077811,78.456746,4.27,Loamy,Sugarcane,2026-05-23
F0848,FD0848,21.091067,74.561719,0.79,Clay,Rice,2026-06-23
F0849,FD0849,21.278699,74.091665,8.85,Red,Sugarcane,2026-02-14
F0850,FD0850,21.376239,74.77687,5.21,Black,Maize,2026-04-25
F0851,FD0851,20.837795,75.548568,4.65,Red,Wheat,2026-02-12
F0852,FD0852,19.343484,79.928533,6.62,Black,Sugarcane,2026-04-14
F0853,FD0853,20.593405,73.070753,2.85,Sandy,Rice,2026-03-23
F0854,FD0854,19.418079,78.183468,9.28,Silty,Rice,2026-04-24
F0855,FD0855,20.185844,80.010159,11.34,Black,Maize,2026-04-16
F0856,FD0856,16.503909,79.333695,2.31,Sandy,Soybean,2026-03-06
F0857,FD0857,21.142624,78.105575,1.66,Sandy,Maize,2026-01-27
F0858,FD0858,16.073322,79.994349,7.36,Clay,Cotton,2026-04-12
F0859,FD0859,18.643897,80.46811,2.01,Black,Wheat,2026-01-22
F0860,FD0860,19.428996,79.583771,4.99,Sandy,Soybean,2026-03-14
F0861,FD0861,18.158963,73.511294,8.14,Sandy,Cotton,2026-01-09
F0862,FD0862,19.481295,79.382951,5.22,Silty,Maize,2026-05-19
F0863,FD0863,21.109145,76.888362,2.46,Red,Sugarcane,2026-02-15
F0864,FD0864,19.044986,76.152347,11.36,Black,Maize,2026-05-15
F0865,FD0865,19.338719,76.770273,13.68,Silty,Sugarcane,2026-02-28
F0866,FD0866,20.328247,76.034882,5.8,Loamy,Wheat,2026-03-19
F0867,FD0867,15.563335,76.68653,11.5,Sandy,Rice,2026-03-15
F0868,FD0868,18.315188,72.566537,13.87,Silty,Rice,2026-01-03
F0869,FD0869,20.095215,78.883718,9.16,Clay,Sugarcane,2026-04-06
F0870,FD0870,16.631426,79.557297,6.84,Sandy,Wheat,2026-06-15
F0871,FD0871,17.83834,75.526864,4.31,Silty,Soybean,2026-03-03
F0872,FD0872,18.59966,78.899673,9.39,Red,Soybean,2026-03-11
F0873,FD0873,17.208061,78.443415,12.23,Silty,Wheat,2026-01-18
F0874,FD0874,16.594443,74.816762,9.73,Black,Maize,2026-03-11
F0875,FD0875,19.702836,76.435968,5.15,Sandy,Cotton,2026-05-17
F0876,FD0876,15.632785,80.278661,4.59,Sandy,Soybean,2026-04-23
F0877,FD0877,19.862642,74.362484,2.68,Silty,Wheat,2026-03-29
F0878,FD0878,18.021458,78.785803,7.73,Loamy,Maize,2026-06-28
F0879,FD0879,20.248548,75.141989,12.73,Sandy,Cotton,2026-03-10
F0880,FD0880,20.153917,73.071078,7.32,Sandy,Rice,2026-04-08
F0881,FD0881,20.469512,73.475692,11.64,Sandy,Maize,2026-04-24
F0882,FD0882,16.982973,80.456283,3.39,Red,Cotton,2026-05-14
F0883,FD0883,19.496047,74.167577,6.14,Loamy,Rice,2026-02-10
F0884,FD0884,19.274986,72.837487,14.09,Black,Cotton,2026-03-06
F0885,FD0885,18.387378,74.890505,5.73,Clay,Soybean,2026-02-25
F0886,FD0886,21.339644,74.387727,6.8,Clay,Wheat,2026-03-12
F0887,FD0887,19.008181,75.666466,4.02,Clay,Sugarcane,2026-06-26
F0888,FD0888,18.351624,77.269698,5.89,Clay,Wheat,2026-02-10
F0889,FD0889,18.499515,77.987557,5.41,Red,Cotton,2026-01-16
F0890,FD0890,17.633106,73.731347,8.28,Clay,Wheat,2026-05-05
F0891,FD0891,16.896048,80.353406,11.93,Loamy,Maize,2026-02-19
F0892,FD0892,15.628117,75.522151,11.0,Loamy,Cotton,2026-05-05
F0893,FD0893,19.739756,76.972198,8.37,Silty,Wheat,2026-05-26
F0894,FD0894,16.61976,75.281317,11.12,Loamy,Sugarcane,2026-05-22
F0895,FD0895,16.46206,76.749099,7.02,Loamy,Sugarcane,2026-04-04
F0896,FD0896,18.224474,78.707343,7.84,Red,Wheat,2026-01-05
F0897,FD0897,19.218408,75.412602,9.49,Loamy,Soybean,2026-01-17
F0898,FD0898,19.449737,76.811652,6.12,Black,Soybean,2026-05-08
F0899,FD0899,20.094405,73.733052,4.61,Silty,Soybean,2026-03-24
F0900,FD0900,16.162785,76.685604,1.47,Sandy,Wheat,2026-01-09
F0901,FD0901,16.712474,76.382962,1.93,Black,Soybean,2026-04-10
F0902,FD0902,19.447528,76.706571,10.67,Loamy,Cotton,2026-04-04
F0903,FD0903,16.824337,78.242762,0.69,Sandy,Soybean,2026-05-06
F0904,FD0904,21.070422,79.156622,7.29,Red,Cotton,2026-04-03
F0905,FD0905,18.848119,80.005951,6.53,Loamy,Soybean,2026-01-15
F0906,FD0906,20.441858,74.626525,1.09,Clay,Rice,2026-01-20
F0907,FD0907,21.167621,80.184694,1.91,Red,Wheat,2026-05-17
F0908,FD0908,17.811987,74.044956,10.02,Black,Soybean,2026-02-15
F0909,FD0909,18.850541,76.965133,11.32,Red,Sugarcane,2026-04-02
F0910,FD0910,19.546955,78.120403,6.69,Clay,Wheat,2026-02-16
F0911,FD0911,18.799793,76.537542,10.03,Black,Sugarcane,2026-04-24
F0912,FD0912,21.10112,79.71988,8.48,Loamy,Rice,2026-04-16
F0913,FD0913,20.085106,75.944705,11.03,Black,Wheat,2026-05-25
F0914,FD0914,18.773757,75.500505,8.48,Red,Rice,2026-04-03
F0915,FD0915,21.269911,76.079998,6.26,Red,Cotton,2026-03-14
F0916,FD0916,19.074577,76.640875,14.9,Loamy,Cotton,2026-03-18
F0917,FD0917,21.406367,74.218583,5.07,Red,Rice,2026-05-22
F0918,FD0918,18.567629,77.065346,8.79,Clay,Cotton,2026-04-28
F0919,FD0919,17.633935,73.607266,5.82,Black,Wheat,2026-03-01
F0920,FD0920,17.037463,74.902419,8.77,Black,Wheat,2026-01-20
F0921,FD0921,19.841483,78.843234,3.01,Red,Soybean,2026-05-28
F0922,FD0922,20.417092,73.262912,9.81,Clay,Soybean,2026-05-28
F0923,FD0923,17.789277,78.740975,13.87,Loamy,Rice,2026-04-22
F0924,FD0924,17.99913,79.442649,13.11,Sandy,Soybean,2026-06-17
F0925,FD0925,20.596869,79.929225,9.69,Red,Maize,2026-01-14
F0926,FD0926,17.3287,72.829458,8.33,Sandy,Rice,2026-05-09
F0927,FD0927,19.686612,73.72558,10.27,Silty,Maize,2026-06-02
F0928,FD0928,18.951529,73.220664,6.76,Silty,Wheat,2026-02-03
F0929,FD0929,17.517009,76.306837,11.31,Black,Maize,2026-03-09
F0930,FD0930,16.010474,76.514585,11.72,Sandy,Wheat,2026-05-04
F0931,FD0931,18.855777,76.402889,9.96,Sandy,Sugarcane,2026-06-07
F0932,FD0932,21.482473,76.693982,4.01,Loamy,Maize,2026-03-24
F0933,FD0933,19.608428,77.108146,2.13,Silty,Maize,2026-04-04
F0934,FD0934,17.589847,75.065907,9.11,Clay,Rice,2026-02-13
F0935,FD0935,21.425912,77.429768,14.86,Silty,Sugarcane,2026-02-07
F0936,FD0936,18.142781,79.893706,3.89,Red,Rice,2026-02-09
F0937,FD0937,20.046403,79.322113,2.13,Clay,Wheat,2026-06-08
F0938,FD0938,21.060378,79.450019,12.39,Clay,Rice,2026-06-27
F0939,FD0939,20.325685,74.940944,7.33,Loamy,Wheat,2026-05-18
F0940,FD0940,16.771252,76.871394,11.38,Black,Maize,2026-06-09
F0941,FD0941,19.879542,73.630779,10.63,Clay,Maize,2026-05-30
F0942,FD0942,20.936242,76.714393,4.2,Clay,Rice,2026-02-21
F0943,FD0943,20.235131,77.443718,1.27,Red,Cotton,2026-01-18
F0944,FD0944,17.831871,74.670483,12.86,Red,Rice,2026-01-28
F0945,FD0945,15.61447,79.439284,9.92,Sandy,Maize,2026-05-11
F0946,FD0946,21.359672,73.29683,5.07,Black,Sugarcane,2026-01-23
F0947,FD0947,16.618504,76.505207,7.14,Red,Cotton,2026-01-11
F0948,FD0948,16.984353,76.735323,5.34,Silty,Soybean,2026-02-10
F0949,FD0949,15.610233,77.974491,5.65,Loamy,Wheat,2026-05-09
F0950,FD0950,17.15527,72.996078,4.24,Silty,Cotton,2026-05-23
F0951,FD0951,21.194699,74.304662,5.46,Silty,Soybean,2026-02-05
F0952,FD0952,16.02677,75.557657,14.43,Black,Soybean,2026-06-25
F0953,FD0953,16.864568,74.422886,2.71,Loamy,Sugarcane,2026-03-26
F0954,FD0954,18.195015,73.554177,9.96,Black,Sugarcane,2026-06-25
F0955,FD0955,20.30063,79.400701,4.98,Red,Sugarcane,2026-02-04
F0956,FD0956,18.080386,79.772017,11.67,Red,Sugarcane,2026-02-10
F0957,FD0957,17.404977,76.958722,14.25,Clay,Wheat,2026-03-23
F0958,FD0958,20.537135,73.664183,0.93,Loamy,Maize,2026-04-16
F0959,FD0959,17.320089,78.464878,12.41,Red,Soybean,2026-03-12
F0960,FD0960,16.411742,74.003469,2.41,Clay,Sugarcane,2026-06-07
F0961,FD0961,17.101176,77.036345,3.85,Sandy,Wheat,2026-06-25
F0962,FD0962,15.656507,73.135803,11.81,Sandy,Sugarcane,2026-06-04
F0963,FD0963,18.312581,77.696548,3.17,Silty,Maize,2026-05-02
F0964,FD0964,16.325076,74.046079,0.97,Clay,Rice,2026-04-16
F0965,FD0965,16.835325,77.870713,3.44,Sandy,Cotton,2026-02-15
F0966,FD0966,21.062619,80.385021,13.07,Silty,Soybean,2026-03-25
F0967,FD0967,20.700649,79.600695,6.7,Clay,Sugarcane,2026-04-08
F0968,FD0968,19.821205,75.653206,14.12,Black,Sugarcane,2026-05-18
F0969,FD0969,18.651383,79.506264,11.91,Black,Cotton,2026-04-26
F0970,FD0970,18.241403,79.522136,13.23,Sandy,Sugarcane,2026-05-18
F0971,FD0971,17.873667,78.381361,8.59,Black,Soybean,2026-01-13
F0972,FD0972,16.639102,76.016431,13.32,Loamy,Maize,2026-02-12
F0973,FD0973,18.034773,77.405074,1.29,Black,Wheat,2026-04-29
F0974,FD0974,20.479361,76.113585,10.98,Clay,Wheat,2026-05-30
F0975,FD0975,21.127055,78.068913,2.46,Silty,Rice,2026-04-26
F0976,FD0976,15.649473,76.129446,13.5,Sandy,Maize,2026-01-24
F0977,FD0977,17.000494,78.033739,13.65,Sandy,Soybean,2026-02-01
F0978,FD0978,16.047147,78.149814,9.69,Clay,Sugarcane,2026-04-09
F0979,FD0979,19.861243,80.301531,9.38,Sandy,Maize,2026-05-21
F0980,FD0980,17.783642,78.646083,13.73,Black,Soybean,2026-02-08
F0981,FD0981,16.472745,73.656859,11.65,Clay,Maize,2026-03-20
F0982,FD0982,17.35711,78.649043,6.97,Red,Wheat,2026-01-31
F0983,FD0983,20.891251,80.183471,0.55,Loamy,Cotton,2026-04-28
F0984,FD0984,18.485766,76.489138,12.21,Black,Maize,2026-03-02
F0985,FD0985,16.801243,77.775765,7.08,Silty,Cotton,2026-06-03
F0986,FD0986,19.100613,74.457705,8.44,Black,Soybean,2026-05-23
F0987,FD0987,20.420728,74.161101,3.18,Clay,Soybean,2026-03-31
F0988,FD0988,15.720326,79.330634,10.17,Black,Rice,2026-03-26
F0989,FD0989,21.022308,72.892251,6.55,Sandy,Wheat,2026-06-22
F0990,FD0990,17.206283,77.787397,10.65,Black,Sugarcane,2026-02-15
F0991,FD0991,21.29776,78.494678,5.72,Clay,Cotton,2026-03-18
F0992,FD0992,17.436931,79.680238,12.39,Silty,Sugarcane,2026-01-17
F0993,FD0993,17.256996,73.576366,10.57,Loamy,Rice,2026-05-15
F0994,FD0994,17.982547,74.178763,3.53,Clay,Cotton,2026-05-27
F0995,FD0995,19.878371,77.531829,14.81,Silty,Soybean,2026-06-26
F0996,FD0996,19.128668,78.805479,10.75,Silty,Sugarcane,2026-03-23
F0997,FD0997,17.05796,77.101142,9.54,Sandy,Sugarcane,2026-05-25
F0998,FD0998,18.478382,78.333478,7.72,Sandy,Sugarcane,2026-03-01
F0999,FD0999,19.751522,80.334061,0.52,Clay,Maize,2026-06-10
F1000,FD1000,20.280395,78.399747,3.51,Black,Maize,2026-04-16
